Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_fr,SubCategory_fr,Category_pl,SubCategory_pl,Category_de,SubCategory_de,Category_pt,SubCategory_pt,Category_pt-br,SubCategory_pt-br,Category_zh,SubCategory_zh,Category_tw,SubCategory_tw,Category_es,SubCategory_es,Category_ja,SubCategory_ja,Category_no,SubCategory_no,Category_da,SubCategory_da,Category_sv,SubCategory_sv,Category_fi,SubCategory_fi,Category_ru,SubCategory_ru,Category_ua,SubCategory_ua,Category_it,SubCategory_it,Category_nl,SubCategory_nl
GEOTHERMAL,FUMAROLE,GEOFuma,GEO,"Geothermal steam vent. A hole, crack or fizzure releasing gases.","steam vent, geothermal, fumarole",GÉOTHERMIQUE,FUMEROLLE,GEOTERMALNE,GAZY,GEOTHERMAL,FUMAROLE,GEOTERMAL,FUMAROLA,GEOTERMAL,FUMAROLA,地热,热浆,地熱,熱漿,GEOTÉRMICO,FUMAROLA,地熱,墳気孔,GEOTERMISK,FUMAROLE,GEOTERMISK,FUMAROLE,GEOTERMIK,VULKANISK,GEOTERMINEN,HÖYRY,ГЕОТЕРМИКА,ФУМАРОЛА,ГЕОТЕРМІКА,ФУМАРОЛА,GEOTERMICO,FUMAROLA,,
GLASS,MISC,GLASMisc,GLAS,Glass sounds not fitting another category in this list.,,VERRE,DIVERS,SZKŁO,RÓŻNE,GLAS,DIV,VIDRO,DIVERSOS,VIDRO,DIVERSOS,玻璃,其他,玻璃,其他,CRISTAL,MISCELÁNEA,ガラス,その他,GLASS,DIVERSE,GLAS,DIVERSE,GLAS,DIVERSE,LASI,SEKALAINEN,СТЕКЛО,РАЗНОЕ,СКЛО,РІЗНЕ,VETRO,MISC,GLAS,DIVERSEN
GLASS,BREAK,GLASBrk,GLAS,"Glass singular breaks, so a bottle smash, or a window shatter.","glass break, smash, shatter",VERRE,CASSE,SZKŁO,ŁAMANIE,GLAS,ZERBRECHEN,VIDRO,QUEBRA,VIDRO,QUEBRA,玻璃,打破,玻璃,打破,CRISTAL,ROMPER,ガラス,割れる、壊れる,GLASS,KNUSE,GLAS,KNÆKKER,GLAS,SPRÄCKA,LASI,HAJOAMINEN,СТЕКЛО,ЛОМАНИЕ,СКЛО,ЛАМАННЯ,VETRO,ROTTURA,GLAS,BREKEN
GLASS,CRASH & DEBRIS,GLASCrsh,GLAS,"Glass crashes and debris, so multiple items crashing, and isolated glass shards and debris.","shard, fragment, crash, debris",VERRE,CRASH & DÉBRIS,SZKŁO,ROZBICIE I ODŁAMKI,GLAS,CRASH & TRÜMMER,VIDRO,COLISÃO E ESTILHAÇOS,VIDRO,COLISÃO E ESTILHAÇOS,玻璃,碎片,玻璃,碎片,CRISTAL,CHOQUE Y ESCOMBROS,ガラス,破壊、瓦礫,GLASS,KRÆSJ OG FRAGMENTER,GLAS,SMADRE/NEDSLAGSRESTER,GLAS,KROSSA,LASI,MURSKAUS & SIRPALEET,СТЕКЛО,РАЗБИВАНИЕ И ОСКОЛКИ,СКЛО,РОЗБИТТЯ ТА УЛАМКИ,VETRO,DETRITI,GLAS,
GLASS,FRICTION,GLASFric,GLAS,"Glass friction, such as a scrape or squeak.","stress, scrape, creak, squeak, screech",VERRE,FRICTION,SZKŁO,TARCIE,GLAS,FRIKTION,VIDRO,FRICÇÃO,VIDRO,FRICÇÃO,玻璃,挤压,玻璃,擠壓,CRISTAL,FRICCIÓN,ガラス,引っ掻く,GLASS,FRIKSJON,GLAS,FRIKTION,GLAS,FRIKTION,LASI,KITKA,СТЕКЛО,ТРЕНИЕ,СКЛО,ТЕРТЯ,VETRO,SFREGAMENTO,GLAS,
GLASS,IMPACT,GLASImpt,GLAS,"Glass impacts without breaking, so a bottle hit that doesn't break, a bottle dropping to the ground but not breaking.","hit, drop, impact, clink",VERRE,IMPACT,SZKŁO,UDERZENIE,GLAS,EINSCHLAG,VIDRO,IMPACTO,VIDRO,IMPACTO,玻璃,打击,玻璃,撞擊,CRISTAL,IMPACTO,ガラス,インパクト、打撃,GLASS,SLAG OG TREFF,GLAS,RAMMER,GLAS,SMÄLL,LASI,ISKU,СТЕКЛО,УДАР,СКЛО,УДАР,VETRO,IMPATTO,GLAS,IMPACT
GLASS,MOVEMENT,GLASMvmt,GLAS,"Glass movement, such as a case of bottles rattling, or a bottle rolling on the floor.","rattle, roll, ping, clatter",VERRE,MOUVEMENT,SZKŁO,PORUSZANIE,GLAS,BEWEGUNG,VIDRO,MOVIMENTO,VIDRO,MOVIMENTO,玻璃,移动,玻璃,移動,CRISTAL,MOVIMIENTO,ガラス,動かす、運ぶ,GLASS,BEVEGELSE,GLAS,BEVÆGELSE,GLAS,RÖRELSE,LASI,LIIKE,СТЕКЛО,ДВИЖЕНИЕ,СКЛО,РУХ,VETRO,MOVIMENTO,GLAS,
GLASS,TONAL,GLASTonl,GLAS,"Glass tonal sounds, like bowed blass, a glass harmonica, or a bowed crystal bowl.","resonate, ring, tonal, glass harmonica, crystal bowl",VERRE,TONAL,SZKŁO,TONALNE,GLAS,TONAL,VIDRO,TONAL,VIDRO,TONAL,玻璃,音乐性,玻璃,有音高的,CRISTAL,TONAL,ガラス,グラスサウンド,GLASS,TONAL,GLAS,TONALE,GLAS,TONAL,LASI,TONAALINEN,СТЕКЛО,ТОНАЛЬНОЕ,СКЛО,ТОНАЛЬНЕ,VETRO,TONALE,GLAS,
GORE,MISC,GOREMisc,GORE,Gore sounds not fitting another category in this list.,,GORE,DIVERS,FLAKI,RÓŻNE,GORE,DIV,GORE,DIVERSOS,GORE,DIVERSOS,血,其他,血,其他,GORE,MISCELÁNEA,残虐シーン,その他,GØRR,DIVERSE,BLODSUDGYDELSE,DIVERSE,KROPPSSKADOR,DIVERSE,GORE,SEKALAINEN,КРОВОПРОЛИТИЕ,РАЗНОЕ,КРОВОПРОЛИТТЯ,РІЗНЕ,SANGUINOSO,MISC,,
GORE,BLOOD,GOREBlood,GORE,"Gore blood sounds, dripping and flowing. Could be some overlap with LIQUID categories probably.","drip, flow, gush, spurt, spray",GORE,SANG,FLAKI,KREW,GORE,BLUT,GORE,SANGUE,GORE,SANGUE,血,血流,血,流血,GORE,SANGRE,残虐シーン,血,GØRR,BLOD,BLODSUDGYDELSE,BLOD,KROPPSSKADOR,BLOD,GORE,VERI,КРОВОПРОЛИТИЕ,КРОВЬ,КРОВОПРОЛИТТЯ,КРОВ,SANGUINOSO,SANGUE,,
GORE,BONE,GOREBone,GORE,"Gore bones, bones crunching, snapping, break. Put creature JAW SNAPS here too.","bone snap, bone break, bone shatter, jaw snap, jaws",GORE,OS,FLAKI,KOŚĆ,GORE,KNOCHEN,GORE,OSSO,GORE,OSSO,血,骨头,血,骨頭,GORE,HUESO,残虐シーン,骨が砕ける,GØRR,BEIN,BLODSUDGYDELSE,KNOGLE,KROPPSSKADOR,KNÄCKA,GORE,LUU,КРОВОПРОЛИТИЕ,КОСТЬ,КРОВОПРОЛИТТЯ,КІСТКА,SANGUINOSO,OSSO,,
GORE,BURN,GOREBurn,GORE,"Gore flesh sizzling, possible overlap with FIRE-SIZZLING, but this more exaggerated for flesh burning.","sizzle, cauterize, seer, brand",GORE,BRÛLER,FLAKI,PALENIE,GORE,BRENNEN,GORE,QUEIMADURA,GORE,QUEIMADURA,血,燃烧,血,燃燒,GORE,QUEMAR,残虐シーン,焼く,GØRR,BRENNE,BLODSUDGYDELSE,BRÆNDE,KROPPSSKADOR,BRÄNNA,GORE,PALAMINEN,КРОВОПРОЛИТИЕ,ГОРЕНИЕ ПЛОТИ,КРОВОПРОЛИТТЯ,ГОРІННЯ ПЛОТІ,SANGUINOSO,BRUCIATURA,,
GORE,FLESH,GOREFlsh,GORE,"Gore flesh tearing, ripping, peeling. Very graphic flesh sounds. A monster ripping someone apart.","rip, peel, tear, rend, intestine, meat, wound",GORE,CHAIR,FLAKI,MIĘSO,GORE,FLEISCH,GORE,CARNE,GORE,CARNE,血,血肉,血,血肉,GORE,CARNE,残虐シーン,生,GØRR,HUD,BLODSUDGYDELSE,KØD,KROPPSSKADOR,KÖTT,GORE,LIHA,КРОВОПРОЛИТИЕ,ПЛОТЬ,КРОВОПРОЛИТТЯ,ПЛОТЬ,SANGUINOSO,PELLE,,
GORE,OOZE,GOREOoze,GORE,"Gore gross oozing liquid, open wounds, possible overlap with LIQUID categories, but this hyperreal","ooze, slime, flow, gelatin",GORE,SUINTER,FLAKI,PÓŁPŁYNNE,GORE,FLIESSEN,GORE,VAZA,GORE,JORRAMENTO,血,渗血,血,滲血,GORE,SUPURAR,残虐シーン,にじみ出る,GØRR,SLIM,BLODSUDGYDELSE,SIVE,KROPPSSKADOR,RINNA,GORE,NESTE,КРОВОПРОЛИТИЕ,РАНА СОЧИТСЯ,КРОВОПРОЛИТТЯ,РАНА СОЧИТЬСЯ,SANGUINOSO,COLARE,,
GORE,SPLAT,GORESplt,GORE,"Gore splats, gross splats of gooey stuff. A body or head exploding and hitting the wall. Hyperreal.","goosh, squish, goop, slime, ooze, glop, organ, intestine, juicy, goo, splat",GORE,SPLAT,FLAKI,PLAŚNIĘCIE,GORE,FLATSCH,GORE,ESPATIFAR,GORE,ESMAGO,血,摔倒,血,摔倒,GORE,SALPICAR,残虐シーン,飛び散る,GØRR,SPLÆTT,BLODSUDGYDELSE,SPLAT,KROPPSSKADOR,KLAFS,GORE,ROISKAUS,КРОВОПРОЛИТИЕ,БРЫЗГИ,КРОВОПРОЛИТТЯ,БРИЗКИ,SANGUINOSO,TONFO,,
GORE,SQUISH,GORESqsh,GORE,"Gore squishes, disgusting squishes or flesh and organs. A dinosaur stepping on a person and squishing them.","squish, flesh, organ, goosh, intestine, juicy, splat",GORE,GICLER,FLAKI,WYCISKANIE,GORE,MATSCH,GORE,ESGUICHO,GORE,ESGUICHO,血,血浆,血,血漿,GORE,VÍSCERAS,残虐シーン,潰れる,GØRR,SKVISE,BLODSUDGYDELSE,KLEMME,KROPPSSKADOR,KLÄMMA,GORE,LIISKAUS,КРОВОПРОЛИТИЕ,РАСПЛЮЩИВАНИЕ,КРОВОПРОЛИТТЯ,РОЗПЛЮЩЕННЯ,SANGUINOSO,CIAC,,
GORE,STAB,GOREStab,GORE,Gore sharp stabs and sword pulls. That classic sound of someone being impaled. More crunchy than a SQUISH.,"slice, impale, stab, cut, vorpal, dismember",GORE,POIGNARDER,FLAKI,DŹGNIĘCIE,GORE,STECHEN,GORE,FACADA,GORE,FACADA,血,捅,血,捅插,GORE,PUÑALADA,残虐シーン,刺す,GØRR,STIKK,BLODSUDGYDELSE,STIKKE,KROPPSSKADOR,HUGG,GORE,ISKU,КРОВОПРОЛИТИЕ,ПРОКАЛЫВАНИЕ,КРОВОПРОЛИТТЯ,ПРОКОЛЮВАННЯ,SANGUINOSO,COLTELLATA,,
GUNS,MISC,GUNMisc,GUN,Gun sounds not fitting another category in this list. BULLETS has its own category.,"flare gun, air gun, paintball gun",ARMES À FEU,DIVERS,BROŃ PALNA,RÓŻNE,SCHUSSWAFFE,DIV,ARMAS DE FOGO,DIVERSOS,ARMAS DE FOGO,DIVERSOS,枪炮,其他,槍炮,其他,ARMAS,MISCELÁNEA,銃,その他,GUN,DIVERSE,SKYDEVÅBEN,DIVERSE,SKJUTVAPEN,DIVERSE,TULIASE,SEKALAINEN,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,РАЗНОЕ,ВОГНЕПАЛЬНА ЗБРОЯ,РІЗНЕ,ARMI DA FUOCO,MISC,VUURWAPENS,
GUNS,ANTIQUE,GUNAntq,GUN,"Old black powder weapons, muskets.","muzzleloader, musket, black powder, flintlock, longrifle, fire lance",ARMES À FEU,ANCIENNE,BROŃ PALNA,STARODAWNA,SCHUSSWAFFE,ANTIK,ARMAS DE FOGO,ANTIGO,ARMAS DE FOGO,ANTIGO,枪炮,古董枪,槍炮,古董槍,ARMAS,ANTIGUAS,銃,アンティーク、旧式,GUN,GAMMEL,SKYDEVÅBEN,ANTIK,SKJUTVAPEN,ANTIK,TULIASE,ANTIIKKI,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,СТАРИННОЕ,ВОГНЕПАЛЬНА ЗБРОЯ,СТАРОВИННА,ARMI DA FUOCO,STORICA,VUURWAPENS,ANTIEK
GUNS,ARTILLERY,GUNArtl,GUN,"Modern big guns, guns that launch shells. Not CANNONS which have their own group.","howitzer, anti-aircraft gun, missile launcher, bazooka, mortar, rocket, naval",ARMES À FEU,ARTILLERIE,BROŃ PALNA,ARTYLERIA,SCHUSSWAFFE,ARTILLERIE,ARMAS DE FOGO,ARTILHARIA,ARMAS DE FOGO,ARTILHARIA,枪炮,火炮,槍炮,火炮,ARMAS,ARTILLERÍA,銃,砲兵,GUN,ARTILLERI,SKYDEVÅBEN,ARTILLERI,SKJUTVAPEN,ARTILLERI,TULIASE,TYKISTÖ,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,АРТИЛЛЕРИЯ,ВОГНЕПАЛЬНА ЗБРОЯ,АРТИЛЕРІЯ,ARMI DA FUOCO,ARTIGLIERIA,VUURWAPENS,ARTILLERIE
GUNS,AUTOMATIC,GUNAuto,GUN,"Fully automatic capable weapons, even when firing singly. Machine guns.","ak-47, m16, machine gun, tommy gun, uzi, m249, M1919, gatling gun, minigun, ",ARMES À FEU,AUTOMATIQUE,BROŃ PALNA,AUTOMATYCZNA,SCHUSSWAFFE,AUTOMATISCH,ARMAS DE FOGO,AUTOMÁTICA,ARMAS DE FOGO,AUTOMÁTICA,枪炮,自动武器,槍炮,自動,ARMAS,AUTOMÁTICA,銃,オートマチック,GUN,AUTOMATISK,SKYDEVÅBEN,AUTOMATISK,SKJUTVAPEN,AUTOMATISK,TULIASE,AUTOMAATTI,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,АВТОМАТИЧЕСКОЕ,ВОГНЕПАЛЬНА ЗБРОЯ,АВТОМАТИЧНА,ARMI DA FUOCO,AUTOMATICO,VUURWAPENS,
GUNS,CANNON,GUNCano,GUN,"Pirate and Civil War cannons, for modern artillery see GUNS-ARTILLERY.","blunderbuss, handcannon, cannon, black powder",ARMES À FEU,CANON,BROŃ PALNA,ARMATA,SCHUSSWAFFE,KANONE,ARMAS DE FOGO,CANHÃO,ARMAS DE FOGO,CANHÃO,枪炮,加农炮,槍炮,加農炮,ARMAS,CAÑÓN,銃,キャノン砲,GUN,KANON,SKYDEVÅBEN,KANON,SKJUTVAPEN,KANON,TULIASE,TYKKI,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,ПУШКА,ВОГНЕПАЛЬНА ЗБРОЯ,ГАРМАТА,ARMI DA FUOCO,CANNONE,VUURWAPENS,KANON
GUNS,HITECH,GUNTech,GUN,"Not quite a sci-fi Laser Gun, but something more advanced than a normal gun, a rail gun for example.",rail gun,ARMES À FEU,HIGH TECH,BROŃ PALNA,HITECH,SCHUSSWAFFE,HI-TECH,ARMAS DE FOGO,HITECH,ARMAS DE FOGO,HITECH,枪炮,高科技,槍炮,高科技,ARMAS,HI-TECH,銃,ハイテク,GUN,HI-TECH,SKYDEVÅBEN,HØJTEKNOLOGISK,SKJUTVAPEN,HI-TECH,TULIASE,HITECH,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,ВИСОКОТЕХНОЛОГИЧНОЕ,ВОГНЕПАЛЬНА ЗБРОЯ,ВИСОКОТЕХНОЛОГІЧНА,ARMI DA FUOCO,HITECH,VUURWAPENS,
GUNS,MECHANISM,GUNMech,GUN,"Gun various mechanical sounds, clips, cocking, bolt slides.","clip, cocking, gun rattle, bolt slide, magazine, bullet loading, gun cock",ARMES À FEU,MÉCANISME,BROŃ PALNA,MECHANIZM,SCHUSSWAFFE,MECHANISMUS,ARMAS DE FOGO,MECANISMO,ARMAS DE FOGO,MECANISMO,枪炮,机枪,槍炮,機械裝置,ARMAS,MECANISMO,銃,メカニカル音,GUN,MEKANISME,SKYDEVÅBEN,MEKANISME,SKJUTVAPEN,MEKANISM,TULIASE,MEKANISMI,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,МЕХАНИЗМ,ВОГНЕПАЛЬНА ЗБРОЯ,МЕХАНІЗМ,ARMI DA FUOCO,MECCANISMO,VUURWAPENS,
GUNS,PISTOL,GUNPis,GUN,Handguns and pistols.,"9mm, pistol, revolver, glock, handgun, colt, smith & wesson, sig sauer, luger, walther ppk, browning, ruger, beretta",ARMES À FEU,PISTOLET,BROŃ PALNA,PISTOLET,SCHUSSWAFFE,PISTOLE,ARMAS DE FOGO,PISTOLA,ARMAS DE FOGO,PISTOLA,枪炮,手枪,槍炮,手槍,ARMAS,PISTOLA,銃,ピストル,GUN,PISTOL,SKYDEVÅBEN,PISTOL,SKJUTVAPEN,PISTOL,TULIASE,PISTOOLI,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,ПИСТОЛЕТ,ВОГНЕПАЛЬНА ЗБРОЯ,ПІСТОЛЕТ,ARMI DA FUOCO,PISTOLA,VUURWAPENS,PISTOOL
GUNS,RIFLE,GUNRif,GUN,"Rifles, single shot and semi-automatic.","rifle, mauser, casull, arisaka, luger, carbine, powell, sniper, hunting, semi-automatic",ARMES À FEU,FUSIL,BROŃ PALNA,KARABIN,SCHUSSWAFFE,GEWEHR,ARMAS DE FOGO,FUZIL,ARMAS DE FOGO,FUZIL,枪炮,步枪,槍炮,步槍,ARMAS,RIFLE,銃,ライフル,GUN,RIFLE,SKYDEVÅBEN,RIFFEL,SKJUTVAPEN,GEVÄR,TULIASE,KIVÄÄRI,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,ВИНТОВКА,ВОГНЕПАЛЬНА ЗБРОЯ,ГВИНТІВКА,ARMI DA FUOCO,FUCILE,VUURWAPENS,GEWEER
GUNS,SHOTGUN,GUNShotg,GUN,"Shotguns, single, dual, pump.","shotgun, double barrel, mossberg, winchester, coach gun",ARMES À FEU,FUSIL À POMPE,BROŃ PALNA,STRZELBA,SCHUSSWAFFE,FLINTE,ARMAS DE FOGO,ESPINGARDA,ARMAS DE FOGO,ESPINGARDA,枪炮,霰弹枪,槍炮,霰彈槍,ARMAS,ESCOPETA,銃,ショットガン,GUN,HAGLE,SKYDEVÅBEN,HAGLGEVÆR,SKJUTVAPEN,HAGELBÖSSA,TULIASE,HAULIKKO,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,ДРОБОВИК,ВОГНЕПАЛЬНА ЗБРОЯ,ДРОБОВИК,ARMI DA FUOCO,FUCILE A POMPA,VUURWAPENS,SHOTGUN
GUNS,SUPPRESSED,GUNSupr,GUN,"Silenced Weapons, silencers.","silenced, silencer",ARMES À FEU,SILENCIEUX,BROŃ PALNA,Z TŁUMIKIEM,SCHUSSWAFFE,SCHALLDÄMPFER,ARMAS DE FOGO,SILENCIADOR,ARMAS DE FOGO,SILENCIADOR,枪炮,消音枪,槍炮,消音槍,ARMAS,SILENCIADOR,銃,サイレンサー,GUN,LYDDEMPET,SKYDEVÅBEN,LYDDÆMPET,SKJUTVAPEN,LJUDDÄMPAD,TULIASE,ÄÄNENVAIMENNIN,ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ,С ГЛУШИТЕЛЕМ,ВОГНЕПАЛЬНА ЗБРОЯ,З ГЛУШНИКОМ,ARMI DA FUOCO,SILENZIATORE,VUURWAPENS,GEDEMPT
HORNS,MISC,HORNMisc,HORN,"Horn sounds not fitting another category in this list, for example hunting calls. Not brass musical instruments.","hunting call, elk call, duck call, fox bugle",CORNES & AVERTISSEURS,DIVERS,TRĄBY,RÓŻNE,HORN,DIV,BUZINAS,DIVERSOS,BUZINAS,DIVERSOS,号角,其他,號角,其他,TROMPETAS,MISCELÁNEA,ホーン、ラッパ,その他,HORN,DIVERSE,HORN,DIVERSE,TUTOR,DIVERSE,TORVI,SEKALAINEN,ГОРНЫ,РАЗНОЕ,ГОРНИ,РІЗНЕ,SIRENE,MISC,TOETERS,
HORNS,AIR POWERED,HORNAir,HORN,"Air horns, as in handheld compressed air horns, huge factory air horns.","fog horn, air horn, factory horn",CORNES & AVERTISSEURS,CORNE DE BRUME,TRĄBY,PRZEMYSŁOWE,HORN,DRUCKLUFT,BUZINAS,AR,BUZINAS,AR,号角,气压式,號角,氣壓式,TROMPETAS,SOPLADA,ホーン、ラッパ,エアホーン,HORN,LUFTDREVET,HORN,LUFTDREVET,TUTOR,TRYCKLUFTTUTA,TORVI,ILMASIREENI,ГОРНЫ,ВОЗДУШНЫЕ,ГОРНИ,ПОВІТРЯНІ,SIRENE,FORZA AREA,TOETERS,
HORNS,CELEBRATION,HORNCele,HORN,"Party horns, from small party horns to vuvuzelas.","party horn, vuvuzela",CORNES & AVERTISSEURS,FESTIF,TRĄBY,IMPREZOWE,HORN,PARTY,BUZINAS,CELEBRAÇÃO,BUZINAS,CELEBRAÇÃO,号角,欢庆用,號角,慶典用,TROMPETAS,CELEBRACIÓN,ホーン、ラッパ,パーティー,HORN,FEIRING,HORN,FEJRING,TUTOR,PARTY,TORVI,JUHLA,ГОРНЫ,ПРАЗДНИК,ГОРНИ,СВЯТО,SIRENE,CELEBRAZIONE,TOETERS,
HORNS,TRADITIONAL,HORNTrad,HORN,"Rams horns, conches, alpine horns, old traditional horns, medieval battle horns. Not BRASS INSTRUMENTS.","shofar, conch, conch shell, battle horn, alphorn, alpine horn, alpenhorn",CORNES & AVERTISSEURS,TRADITIONNEL,TRĄBY,TRADYCYJNE,HORN,TRADITIONELL,BUZINAS,TRADICIONAL,BUZINAS,TRADICIONAL,号角,传统,號角,傳統,TROMPETAS,TRADICIONALES,ホーン、ラッパ,伝統的,HORN,TRADISJONELL,HORN,TRADITIONEL,TUTOR,TRADITIONELL,TORVI,PERINTEINEN,ГОРНЫ,ТРАДИЦИОННЫЕ,ГОРНИ,ТРАДИЦІЙНІ,SIRENE,TRADIZIONALE,TOETERS,
HUMAN,MISC,HMNMisc,HMN,Human sounds not fitting another category in this list.,,HUMAIN,DIVERS,LUDZIE,RÓŻNE,MENSCHLICH,DIV,HUMANO,DIVERSOS,HUMANO,DIVERSOS,人,其他,人,其他,HUMANOS,MISCELÁNEA,人間,その他,MENNESKE,DIVERSE,MENNESKE,DIVERSE,MÄNSKLIGT,DIVERSE,IHMINEN,SEKALAINEN,ЧЕЛОВЕК,РАЗНОЕ,ЛЮДИНА,РІЗНЕ,UMANO,MISC,MENS,DIVERSEN
HUMAN,BREATH,HMNBrth,HMN,"Breathing, normal to heavy, big inhales, sighs.","breath, sigh, inhale, exhale, gasp, pant, wheeze, huff, heave, whoop, respiration, inhalation, exhalation",HUMAIN,RESPIRE,LUDZIE,ODDECH,MENSCHLICH,ATMEN,HUMANO,RESPIRAÇÃO,HUMANO,RESPIRAÇÃO,人,呼吸,人,呼吸,HUMANOS,RESPIRAR,人間,息、呼吸,MENNESKE,PUST,MENNESKE,VEJRTRÆKNING,MÄNSKLIGT,ANDNING,IHMINEN,HENGITYS,ЧЕЛОВЕК,ДЫХАНИЕ,ЛЮДИНА,ДИХАННЯ,UMANO,RESPIRO,MENS,ADEM
HUMAN,BURP,HMNBurp,HMN,Human belches.,"burp, belch, hiccup",HUMAIN,ROTE,LUDZIE,BEKANIE,MENSCHLICH,RÜLPSEN,HUMANO,ARROTO,HUMANO,ARROTO,人,打嗝,人,打嗝,HUMANOS,ERUCTO,人間,げっぷ,MENNESKE,RAP,MENNESKE,BØVS,MÄNSKLIGT,RAPA,IHMINEN,RÖYHTÄYS,ЧЕЛОВЕК,РЫГАНИЕ,ЛЮДИНА,РИГАННЯ,UMANO,RUTTO,MENS,BOER
HUMAN,COUGH,HMNCough,HMN,Human coughs and coughing.,"hack, ahem, hoarse, clear throat",HUMAIN,TOUSSE,LUDZIE,KASZEL,MENSCHLICH,HUSTEN,HUMANO,TOSSE,HUMANO,TOSSE,人,咳嗽,人,咳嗽,HUMANOS,TOSER,人間,咳,MENNESKE,HOSTE,MENNESKE,HOSTE,MÄNSKLIGT,HOSTA,IHMINEN,YSKÄ,ЧЕЛОВЕК,КАШЕЛЬ,ЛЮДИНА,КАШЕЛЬ,UMANO,TOSSE,MENS,HOEST
HUMAN,HEARTBEAT,HMNHart,HMN,"Heartbeats, both literal as in a Dr. office, and stylized or designed heartbeats.","palpitation, bumbum",HUMAIN,PULSATION,LUDZIE,BICIE SERCA,MENSCHLICH,HERZSCHLAG,HUMANO,BATIMENTO CARDÍACO,HUMANO,BATIMENTO CARDÍACO,人,心跳,人,心跳,HUMANOS,LATIDO CORAZÓN,人間,鼓動、拍動,MENNESKE,HJERTESLAG,MENNESKE,HJERTESLAG,MÄNSKLIGT,HJÄRTSLAG,IHMINEN,SYDÄMENLYÖNTI,ЧЕЛОВЕК,СЕРДЦЕБИЕНИЕ,ЛЮДИНА,СЕРЦЕБИТТЯ,UMANO,BATTITO CARDIACO,MENS,HARTSLAG
HUMAN,KISS,HMNKiss,HMN,Human kissing.,"smooch, peck",HUMAIN,BISOU,LUDZIE,POCAŁUNEK,MENSCHLICH,KUSS,HUMANO,BEIJO,HUMANO,BEIJO,人,接吻,人,接吻,HUMANOS,BESO,人間,キス,MENNESKE,KYSS,MENNESKE,KYS,MÄNSKLIGT,KYSSA,IHMINEN,SUUDELMA,ЧЕЛОВЕК,ПОЦЕЛУЙ,ЛЮДИНА,ПОЦІЛУНОК,UMANO,BACIO,MENS,
HUMAN,SNEEZE,HMNSneez,HMN,Human sneezing.,"sneeze, ah-choo",HUMAIN,ÉTERNUE,LUDZIE,KICHNIĘCIE,MENSCHLICH,NIESEN,HUMANO,ESPIRRO,HUMANO,ESPIRRO,人,打喷嚏,人,打噴嚏,HUMANOS,ESTORNUDAR,人間,くしゃみ,MENNESKE,NYSE,MENNESKE,NYSE,MÄNSKLIGT,NYSA,IHMINEN,AIVASTAMINEN,ЧЕЛОВЕК,ЧИХАНЬЕ,ЛЮДИНА,ЧХАННЯ,UMANO,STRANUTO,MENS,NIEZEN
HUMAN,SNORE,HMNSnor,HMN,Human snoring.,"snore, zzz, congested, heavy breathing",HUMAIN,RONFLE,LUDZIE,CHRAPANIE,MENSCHLICH,SCHNARCHEN,HUMANO,RONCO,HUMANO,RONCO,人,打鼾,人,鼾聲,HUMANOS,RONCAR,人間,いびき,MENNESKE,SNORKE,MENNESKE,SNORKE,MÄNSKLIGT,SNARKA,IHMINEN,KUORSAUS,ЧЕЛОВЕК,ХРАП,ЛЮДИНА,ХРОПІННЯ,UMANO,SOFFIO,MENS,SNURKEN
HUMAN,SPIT,HMNSpit,HMN,Human spits.,"spit, hock, spew, spittoon, drool",HUMAIN,CRACHE,LUDZIE,SPLUNIĘCIE,MENSCHLICH,SPUCKEN,HUMANO,CUSPIDA,HUMANO,CUSPIDA,人,呕吐,人,嘔吐,HUMANOS,ESCUPIR,人間,吐く,MENNESKE,SPYTTE,MENNESKE,SPYTTE,MÄNSKLIGT,SPOTTA,IHMINEN,SYLKÄISY,ЧЕЛОВЕК,ПЛЕВАНИЕ,ЛЮДИНА,ПЛЮВАННЯ,UMANO,SPUTO,MENS,
ICE,MISC,ICEMisc,ICE,Ice sounds not fitting another category in this list.,,GLACE,DIVERS,LÓD,RÓŻNE,EIS,DIV,GELO,DIVERSOS,GELO,DIVERSOS,冰,其他,冰,其他,HIELO,MISCELÁNEA,氷,その他,IS,DIVERSE,IS,DIVERSE,IS,DIVERSE,JÄÄ,SEKALAINEN,ЛЕД,РАЗНОЕ,ЛІД,РІЗНЕ,GHIACCIO,MISC,IJS,DIVERSEN
